content,publishdate,title
"Ông Nguyễn Văn Ra, một hiệp sĩ ở Thủ Đức, người có thành tích cả trăm vụ bắt trộm cướp, từng bị thương thập tử nhất sinh đứng lặng lẽ cạnh Trung tâm pháp y nhướng mắt nhìn vào bên trong. 
 Xúc động nhất có thể là hình ảnh hiệp sĩ Trương Văn Hoàng (trưởng nhóm hiệp sĩ quận Tân Bình). Bị thương thập tử nhất sinh, nhiều đoàn đến thăm hỏi, anh Hoàng chỉ trả lời ú ớ mệt mỏi nhưng cuối buổi trò chuyện, anh Hoàng vẫn chốt lại câu nói “Lành bệnh tiếp tục đi bắt cướp” khiến mọi người chứng kiến rơi nước mắt. 
 Anh ghét cay ghét đắng những đối tượng vô công rỗi nghề, ăn chơi lêu lỏng, lười lao động và chỉ nghĩ đến chuyện trộm cướp. Nhìn những nạn nhân bị cướp nhận lại tài sản khiến anh Hoàng như được sưởi ấm và mong muốn còn sức là còn tiếp tục bắt cướp.
   Hơn 20 năm làm “Lục Văn Tiên” thấy cảnh bất bình chẳng tha, nhiều lần bị thương, nhận nhiều giấy khen các cấp về hành động dũng cảm trên 500 lần cùng anh em trong nhóm bắt trộm cướp, nhiều lần bị hăm dọa, trả thù nhưng chẳng ai biết anh Hoàng có cuộc sống khá cơ cực. 
     Nằm trên giường bệnh “hiệp sĩ” Đinh Phú Quý và Nguyễn Đức Huy khá đau đớn vì vết thương hành. Trao đổi với phóng viên, anh Huy cho biết tối qua anh không tham gia cùng đội “hiệp sĩ” Tân Bình theo dõi băng trộm này nhưng khi đi ngang qua đường Cách Mạng Tháng Tám thấy anh em trong nhóm đang bắt trộm nên dừng xe hỗ trợ. Huy khống chế được một đối tượng nhưng đối tượng vùng vẫy và móc dao ra đâm một nhát trúng bụng
      Nước mắt các hiệp sĩ đã rơi, đó là những giọt nước mắt của sự tiếc thương những người cùng chung lẽ sống chứ không phải là những giọt nước mắt đớn đau lo lắng sợ sệt trước cái ác. 
   Những giọt nước mắt của các hiệp sĩ hôm nay cũng như những vết thương còn hằn trên người các anh vẫn không làm các anh nản lòng khi đối diện với cái ác, cái xấu. Những tấm gương dũng cảm, những tấm lòng hào hiệp sẵn sàng đối diện, không chùn bước trước cái ác của các anh đáng được ghi nhận.
   Họ là như vậy, những người công dân bình thường như mọi công dân khác, chỉ có cái khác là họ ghét cái xấu và hành động để ngăn chặn loại bỏ những cái ác, cái xấu
nguồn : Minh Đức (ảnh)/ Công an nhân dân.",2018-05-15 05:10:00,"Nước mắt các hiệp sĩ đã rơi trước sự ra đi của đồng đội, nhưng các anh vẫn không bao giờ nản lòng khi đối diện với cái ác, cái xấu."
"Dân chơi vừa cong disss đạp xe mồm thì ve ve bú bóng
Chất vcccc",2018-05-15 04:59:00,Góc Xe đạp teen
"Vẫn phải chờ thông tin từ cơ quan chức năng, báo chí chính thống cơ mà có ít ảnh và clip nhặt trên facebook chia sẻ cho anh em.

Khả năng cao là bắt được rồi. Coi như đêm nay đi ngủ thấy an tâm hơn rồi. Các anh nơi suối vàng có thể yên nghỉ rồi, kẻ ác sẽ sớm bị trừng trị thích đáng!!!!",2018-05-15 00:05:00,FULL ẢNH CLIP BẮT NHÓM CƯỚP ĐÂM 6 HIỆP SỸ THƯƠNG VONG TRỐN TẠI QUẬN GÒ VẤP
"Cách đây ít phút, tại group của hội nhóm hiệp sỹ đường phố, săn bắt cướp tp.HCM. 1 member có đăng tải dòng trạng thái kèm ảnh với nội dung thông báo đã bắt được những hung thủ gây ra vụ trọng án đêm qua khiến 6 hiệp sỹ đường phố thương vong.

Theo như dòng trạng thái chia sẻ. Chúng trốn cùng nhau tại 1 căn nhà thuộc quận Gò Vấp.

Sau khi vào nhà khám xét, phát hiện chiếc xe Ex cùng nhiều tang vật có liên quan đến vụ án.

Hiện chưa có thông tin xác thực từ cơ quan chức năng. Nhưng nếu đúng như vậy thì đây là 1 tin mừng vì để bọn đầu trộm đuôi cướp, giết người không ghê tay như này lởn vởn ngoài vòng pháp luật ngày nào là nguy hiểm ngày đó.

#hongbien #biencang #hiepsyduongpho #sanbatcuop",2018-05-14 23:29:00,NÓNG : Đã bắt được nhóm cướp đâm 6 Hiệp Sỹ thương vong cùng tang vật và xe Ex ?!?
"Mặt mũi không đến nỗi nào vậy là lương tâm chó tha. Lúc cầm tiền thì nhanh như chó đớp c**t vậy mà đến lúc đòi lại giở trò thỏ non, khất lần hết ngày này qua ngày khác, tháng này qua tháng khác, từ lịch âm sang lịch dương, từ năm cũ sang năm mới, đến hẹn lại khất, mỗi tháng khất 2 lần, 15/1/2018- 15/5/2018. Đến nhà để nói chuyện thì ko gặp, hẹn gặp cũng ko đc, nhưng kì diệu là chị ấy vẫn bình thản nghe đt, nhắn tin trả lời như ko có j xảy ra. Càng nhân đạo lại càng bị lấn tới! Đồng tiền xương máu, miếng cơm manh áo của ngta vậy mà chị dùng như của mình! Nếu trên đời này có nghề tiêu tiền hộ ng khác giống như chị đang làm thì có lẽ vạn vật thái bình! Ức chế một điều là tiền của mình nhưng đi đòi lại đúng kiểu van xin quỳ lạy năn nỉ!",2018-05-14 21:58:00,"Nhờ ace trên toàn quốc, họ hàng gần xa, bà con khối phố tìm giúp tớ con mẹ chúa chổm này!"
"Khoảng 7 giờ 30 ngày 14.5, trên QL20, đoạn qua xã Hiệp Thạnh, H.Đức Trọng (Lâm Đồng) đã xảy ra vụ tai nạn giao thông nghiêm trọng khiến ít nhất 6 người tử vong tại chỗ.
Thông tin ban đầu, vào thời điểm trên, xe tải BS 49C – 150.90 (chưa rõ người điều khiển) chở phân bón đang lưu thông trên QL 20, hướng xã Hiệp An đi trung tâm H.Đức Trọng, thì bất ngờ mất lái, tông chết 2 người đi đường (chưa rõ tên, tuổi, địa chỉ) tại xã thôn Quảng Hiệp (xã Hiệp Thạnh).
Sau đó xe tải lao vào một nhà dân ven đường, lật ngang. Tài xế tử vong trong cabin.
Nhận tin báo, Công an H.Đức Trọng đã nhanh chóng đến hiện trường để xử lý vụ việc. Cũng theo thông tin ban đầu, nhiều khả năng còn có thêm nạn nhân tử vong trong căn nhà bị tông sập. Đến 9 giờ ngày 14.5, công tác cứu hộ, cứu nạn vẫn đang diễn ra.
nguồn: Ký sự đường phố ",2018-05-14 10:40:00,Biến: Lật xe tải khiến nhiều Người Ch..ế..t.
"Tối ngày 12-5 trên đường tôi đi từ Ô chợ dừa về Phương Mai xong về Tân Ấp Nghĩa Dũng trời mưa to Tân ấp bị ngập xe oto của tôi đã bị rơi mất biển trc mang số 30E-97.008 
ai nhặt đc cho mình xin và hậu tạ
Số đt : 096 2129261",2018-05-14 10:36:00,Tìm Biển Số Xe
"Người nạn nhân trong câu chuyện đêm qua đã lên tiếng đính chính, bản thân anh Phương là phóng viên bên ANTV, mọi việc chỉ là sự hiểu lầm.

Nguồn: Sin việt nguyễn",2018-05-14 10:07:00,Sự thật về lời nói vô cảm của thanh niên trong vụ 3 hiệp sỹ chết trong lúc bắt cướp
"Ngày 12/5, Quỹ Dân số Liên Hợp Quốc – UNFPA đã gỡ bỏ toàn bộ những hình ảnh liên quan đến ca sĩ Phạm Anh Khoa, sau những lùm xùm về scandal quấy rối tình dục.

Đại diện tổ chức này cho biết: ""Đến thời điểm hiện tại, phía UNFPA vẫn chờ kết luận của cơ quan điều tra. Tuy nhiên, chúng tôi tạm thời gỡ hết những hình ảnh có mặt của ca sĩ này trên facebook và website của UNFPA. Chúng tôi tiến hành từ tuần trước, nhưng vì hình ảnh quá nhiều, chúng tôi không kiểm soát được nên còn sót…”. Đây được xem là một phản ứng cấp bách và cần thiết, bởi UNFPA vẫn luôn nêu cao sứ mệnh bảo vệ phụ nữ và trẻ em trước vấn nạn bạo hành, trong đó có hành vi quấy rối và tấn công tình dục.

Việc làm cương quyết của UNFPA hoàn toàn có thể hiểu được. Bởi lẽ, từ cuối tháng 4 năm ngoái, ca xi Phạm Anh Khoa đã bị vũ công Phạm Lịch tố cáo có những lời nói khiếm nhã và những động thái quấy rối tình dục với cô khi hai người đang trong mối quan hệ huấn luyện viên và thí sinh của chương trình truyền hình tương tác “Trời sinh một cặp” trên sóng VTV3.

Lẽ ra, rắc rối ấy phải được giải tỏa một cách nhẹ nhàng và văn minh, nhưng ca sĩ Phạm Anh Khoa lại có thái độ đe dọa vũ công Phạm Lịch, khiến vũ công Nga My tiếp tục lên tiếng khẳng định mình cũng là nạn nhân quấy rối tình dục của ca sĩ Phạm Anh Khoa. Chưa hết, một cô gái ngoài showbiz cũng không ngần ngại tố cáo thêm hành vi “khó hiểu” của ca sĩ Phạm Anh Khoa khi gặp gỡ nữ khán giả hâm mộ.

Là một ca sĩ chuyên hát nhạc rock khá nổi tiếng, lại tham gia làm MC và đóng phim, Phạm Anh Khoa cũng được xếp vào danh sách những nghệ sĩ có ảnh hưởng tại Việt Nam. Vì vậy, UNFPA đã rất trân trọng mời ca sĩ Phạm Anh Khoa làm Đại sứ hình ảnh về phòng chống bạo lực với phụ nữ và trẻ em gái, liên tục trong hai năm 2013 và 2014. Vào tháng 7/2017, nhân kỷ niệm quan hệ 40 năm giữa UNFPA và Việt Nam, ca sĩ Phạm Anh Khoa tiếp tục được UNFPA mời làm Đại sứ hình ảnh, cùng với Hoa hậu Đỗ Mỹ Linh, diễn viên Chiều Xuân…

Bị tố cáo quấy rối tình dục nhưng ca sĩ Phạm Anh Khoa không đưa ra được một lời giải thích nào hợp lý và thuyết phục cho đồng nghiệp cũng như công chúng, thì UNFPA không thể nào không có biện pháp xử lý khủng hoảng truyền thông.

Sau khi ca sĩ Phạm Anh Khoa bị gỡ hết hình ảnh trên website và facebook của UNFPA, người quản lý của anh ta mới hé lộ phương pháp đối phó: ""Với những chuyện về Phạm Anh Khoa đang lùm xùm mấy ngày nay, hy vọng mọi người sẽ chịu khó chờ thêm. Phía Phạm Anh Khoa và ekip sẽ đưa ra phản hồi chính thức!”.

Nguồn: Bamoi    T.H",2018-05-14 09:20:00,Ca sĩ Phạm Anh Khoa bị gỡ bỏ toàn bộ hình ảnh đại sứ
"Nói thật với các ông chứ bia rượu tôi có thể uống thùng uống vại được. chứ sữa bà đẻ thì tôi chịu cmn luôn, ngấy vlin ý hihi",2018-05-14 07:14:00,"Cuộc thi uống sữa Bà Đẻ, bia rượu còn có thể uống chứ sữa bà bầu ngấy vlin"
"khoảng một giờ trước dưới một con mưa nhẹ của hà nội. và tại một con phố nọ đã có cuộc ẩu đả giữa một nhóm thanh niên. xong ngó đi ngó lại thấy điếu toàn bay vào đầu.
 cái kết cho cuộc sô lô dưới mưa nhẹ hà nội đêm nay đấy là một thanh niên áo hồng đã nằm im re.....
nguồn: Lê Tú Vi",2018-05-13 22:53:00,Vác điếu cày phang nhau túi bụi giữa trời mưa trên phố đi bộ Hồ Gươm Hà Nội.
"Cách đây ít phút ở đường Cách mạng tháng 8 - Sài Gòn. 2 hiệp sĩ ở đội  Săn bắt cớp Tân Bình truy đuổi bốn tên trộm xe SH thì bất ngờ 4 tên này cầm dao quay lại đâm trả. Khiến 2 người tử vong tai chỗ và 4 người  bị thương và 1 người dân thiệt mạng 
Đang cập nhật.....
nguồn. Thế hùng - thích xuân thinh- zing...
# bien#thuong#tam",2018-05-13 22:31:00,HIỆP SĨ ĐƯỜNG PHỐ TRUY BẮT KẺ CƯỚP XE SH BỊ TÊN CƯỚP QUAY LẠI ĐÂM C.HẾT TẠI CHỖ
"Gửi con gái của mẹ!
Hôm nay, là một ngày đặc biệt, 25 tuổi mẹ bằng lòng cho con được bước đi và rời xa vòng tay ba mẹ. Không phải lấy chồng, ừ phải rồi, chưa 30, chưa vội đâu con nhỉ. Chỉ đơn giản là, con gái của mẹ đã sẵn sàng đưa bản thân đến một nơi xa xôi và chinh phục những ước mơ con vẫn hằng mong mỏi.
Con ạ, mẹ biết, nếu mẹ kiên cường và giữ con bên cạnh, con cũng sẽ chẳng đành lòng làm trái, có phải không. Nhưng con ơi, mẹ không làm thế được. Giữ con bên mình, cả trong mơ mẹ cũng luôn muốn thế, không để con đi xa và cả khi con lấy chồng, mẹ cũng không muốn vậy. Con gái mẹ mà, dứt ruột đẻ ra và chăm bẵm bao nhiêu, ai thương con cho bằng lòng mẹ được.
Con gái của mẹ, để con đi đến xứ người vào độ tuổi bây giờ, mẹ chấp nhận là một người mẹ ” rất tệ” và không biết suy nghĩ, mẹ chấp nhận là một người mẹ chẳng biết lo cho con đến hạnh phúc sau này như người ta vẫn nói.
Nhưng con à, hãy cứ đi đi, chỉ cần con muốn đi và dám đi thì mẹ tin…con đã đúng rồi đấy.
Cuộc đời ngắn lắm và tuổi trẻ thì lại càng ngắn hơn, đừng lấy chồng sớm và càng đừng dang dở ước mơ. Nhất là khi bản thân con, còn chưa kịp trải nghiệm những thử thách, khó khăn, vẫn chưa kịp được một lần vấp ngã và đứng lên mạnh mẽ hơn bao giờ. Chỉ bấy nhiêu thôi, thì làm sao, mẹ yên tâm để cho con cố gồng mình chèo lái cả chuyến tàu hôn nhân.
Mẹ đã từng nghe, từng thấy và chứng kiến rất nhiều, bạn bè của con và người thân của mẹ, cũng vì tình yêu, vì “đến tuổi” mà tự nguyện buộc mình vào sợ dây hôn thú, để rồi sau đó bao nhiêu trong họ được hạnh phúc đủ đầy. Hay đổi lại chỉ là sự ngột ngạt, lệ thuộc và đặt cược cuộc đời vào một người đàn ông?
Không được con ơi, mẹ sinh con ra không phải để hơn nhau với thiên hạ ở tấm chồng.
 Cuộc đời mỗi người có bao nhiêu và bao lần tuổi trẻ. Mong con hạnh phúc, mong con vui vẻ…mẹ mong. Mẹ càng mong hơn, ở cái tuổi này, có cháu bồng cháu bế. Nhưng hơn ai hết, mẹ chỉ biết rằng hạnh phúc là những gì con muốn chứ chẳng phải là những gì người ta luôn nghĩ.
 Đồng ý cho con đi xa, mẹ đã phải đắn đo, suy nghĩ và đấu tranh tư tưởng, đấu tranh với cả chính bản thân mình cùng biết bao người khác. Thì phải rồi, 25 tuổi, ở quê, con biết đấy, bạn bè xung quanh đã con bồng con bế, cửa nhà và anh chồng hoàn mĩ. Còn con của mẹ, chẳng lo lấy chồng mà chỉ lao mình vào ăn học và tận hưởng vậy thôi. Họ bảo con dại và họ bảo mẹ sai, không biết giữ con ở lại.
Con biết không, một người đàn ông dù có tuyệt như bố con đi chăng nữa, thì mẹ vẫn phải nói với con rằng, chẳng ai yêu mình nhiều như bản thân mình đâu con ạ. Sông có thể cạn, núi có thể mòn, ai cũng có thể thay đổi và rời đi duy chỉ có chính mình là không thể.
Chính vì thế, là con gái, đừng bao giờ dại dột mà tử bỏ ước mơ. Giàu có hay nghèo hèn, gian khổ hay khó khăn, hãy cứ phấn đấu và đứng vững trên đôi chân của mình con ạ. Đến lúc ấy rồi, có tin tưởng giao cuộc đời cho một nửa còn lại cũng chưa muộn. Bởi lẽ cuộc đời, khi con chẳng có gì trong tay, thì thử hỏi người ta lấy gì để trân trọng con được. Và cũng chỉ có như vậy, nếu lỡ có một ngày nào đó, khi sóng gió ập đến thì mẹ vẫn tin con sẽ đủ mạnh mẽ, đủ kiên cường để độc lập bước qua.
Cuộc sống là như thế, chẳng ai nói trước được điều gì. Ngay cả mẹ cũng không thể ở bên con suốt cả cuộc đời. Mẹ có thể chịu bao nhiêu điều tiếng nhưng để con lấy chồng sớm khi con chưa sẵn sàng thì không. Sợi dây hôn nhân là hạnh phúc nhưng cũng là cả trách nhiệm và rằng buộc. Con sẵn sàng chưa. Nếu chư thì hãy cứ can trường, mài giũa bản thân trở thành viên ngọc sáng giữa đại dương tri thức. Hòa mình vào thế gian rộng lớn và bước đến những nơi con muốn tới, trải nghiệm những điều con muốn thử, để mạnh mẽ, để kiên cường để trí tuệ và trưởng thành con nhé.
Không cần đâu con ạ, cố gắng chọn cho mình một con đường mà ai cũng cần và có thể bước đi, hãy cứ chọn một con đường chông gai và vô vàn thử thách chỉ để nhận về sự hoàn thiện bản thân.
Ước mơ của con, luôn luôn ở phía trước.
Còn mẹ, sẽ mãi ở phía sau.
Ế cũng chẳng sao, nhà mình không bao giờ rời xa con cả.
Ế về nhà mẹ nuôi!
P/s: Mẹ tui cũng vậy nè, lun bảo tôi rằng con đừng bao giờ sợ ế mà chọn đại nghe chưa, có yêu thằng nào thì mang về tao coi, rồi tao góp ý cho. nếu k có đứa nào ngó công việc không thuận lợi thì cứ về đây tao nuôi. 
nguồn: nhatkytoday",2018-05-13 22:25:00,"Ế VỀ NHÀ MẸ NUÔI ! . Mẹ đã từng nghe, từng thấy và chứng kiến rất nhiều, bạn bè của con và người thân của mẹ, cũng vì tình yêu, vì “đến tuổi” mà tự nguyện buộc mình vào sợ dây hôn thú, để rồi sau đó bao nhiêu trong h"
"Cụ thể, theo Daily Mail, mặc dù có vẻ ngoài kiều diễm, bốc lửa, nhưng 3 cô gái Preeyanuch Nonwangchai, 25 tuổi, Kawita Ratchada, 26 tuổi và Apiwan Satayabundit, 28 tuổi lại phạm phải tội ác tày trời. 

3 nữ sát thủ này đã sát hại nữ đồng nghiệp Warissara Klinjui, 23 tuổi rồi phân thi thể nạn nhân thành nhiều phần, nhồi vào túi rác và chôn tại một khu vực hoang vắng ở Khon Kaen, miền Bắc Thái Lan năm ngoái. 

Bằng nghiệp vụ, cảnh sát sau đó nhanh chóng điều tra ra chân tướng vụ việc trong khi đó, cả 3 nghi phạm trốn sang Lào và làm việc trong các tiệm mát-xa.

Tuy nhiên, cả 3 đã bị tóm gọn trong khi đang đi mua sắm quần áo. Trong thời gian bị bắt giam, 3 nữ sát thủ từng xuất hiện trong các bức ảnh tươi cười, phì phèo hút thuốc, chụp ảnh tự sướng với các nhân viên cảnh sát khiến dư luận Thái Lan phẫn nộ. Nonwangchai và Ratchada làm việc trong cùng một quán bar, nơi các cô gái không ngại bán dâm cho khách có nhu cầu. 

Bộ 3 nữ sát thủ này lên kế hoạch giết nạn nhân Klinjui sau khi cô gái này cung cấp thông tin giúp cảnh sát bắt bạn trai của Nonwangchai vì buôn thuốc phiện. Nonwangchai và Ratchada lừa Klinjui lên xe hơi nói muốn bàn công việc nhưng sau đó bóp cổ nạn nhân đến chết. Satayabundit và một nghi phạm nam khác tham gia vào việc giúp Nonwangchai, Ratchada phân thi thể nạn nhân thành nhiều phần và chôn xuống đất. 

Nonwangchai nghiện ma túy đá và có nhiều loại thuốc kích dục cho khách hàng và những phụ nữ khác. Hôm 11.5, bộ 3 nữ sát thủ đã bị tuyên án tổng cộng 127 năm tù. Nonwangchai và Rachada bị kết án 34 năm tù 6 tháng sau khi được giảm án chung thân. Satayabundit bị kết án 33 năm tù 9 tháng còn nam đồng phạm Wasin Namprom, 22 tuổi bị kết án 23 năm tù 4 tháng 20 ngày. 

Bốn bị cáo cũng phải trả 1,07 triệu baht cho gia đình nạn nhân và 100.000 baht cho tang lễ của cô. Một bị cáo thứ 5 tên là Jidarat Promkhun, 23 tuổi, bị kết án 1 năm tù vì lấy điện thoại của nạn nhân đem bán. 

Nguồn : Daily mail
Theo : Dân Việt",2018-05-13 20:26:00,"Nhan sắc ngọt ngào, bốc lửa của bộ 3 nữ sát thủ máu lạnh lĩnh án 127 năm tù."
"Eo như mấy em hot girl ấy, chả biết trên bản có bán hàng online hemmm ???",2018-05-13 19:44:00,Gái dân tộc dạo này xinh thế =)))
Cách huấn luyện chim  :))),2018-05-14 14:40:00,Cách huấn luyện chim
"Nghe thấy người dân bảo bị oan cái gì ấy. 
Chẳng hiểu oan ức kiểu gì mà nghĩ quẩn rồi như này :(
 nguồn: Tùng Lê/ KSĐP",2018-05-14 14:23:00,Nghi vấn người đàn ông 69 tuổi ở phú thọ  treo cổ tự tử do oan ức.
Những cái TÊN bá đạo nhất VIỆT NAM ==)))),2018-05-14 14:22:00,NHỮNG CÁI TÊN NHƯ THẾ NÀY MÀ CŨNG NGHĨ RA... HAY THẬT !
"Cách đây khoảng 5 phút
Hàng trăm người dân đến từ mọi nơi đã đến thắp nén nhang, tiễn đưa hiệp sỹ đường phố về nơi an nghỉ cuối cùng.
Đúng là cuộc sống mà ai nói trước được gì đâu, con rơi vào cảnh mất cha vợ rơi vào cảnh mất chồng :( 

Nguồn: Sin Việt Nguyễn",2018-05-14 14:20:00,"Hàng trăm người đến lễ tang Hiệp Sỹ đường phố, tiễn đưa anh về nơi an nghỉ cuối cùng"
"Được mẹ đưa đến Trung tâm Pháp y để nhìn mặt ba lần cuối, người con trai mới 10 tuổi của “Hiệp sĩ” bị đâm chết nói rằng: ” lớn lên con sẽ đi bắt cướp giống ba “
Chị Thanh Dung (vợ anh Khôi, quê Bình Định, ngụ quận Gò Vấp, TP HCM) cho biết, do cuộc sống không hạnh phúc nên giữa chị và anh Khôi đã ly hôn một thời gian.
Sau khi chia tay, chị Dung dẫn bé Thành Đạt về thuê nhà ở quận Gò Vấp sinh sống, còn anh Khôi thuê nhà trọ, hàng ngày chạy xe ôm để kiếm kế sinh nhai.
  Cuộc sống mưu sinh vất vả khiến anh chị ít khi liên lạc với nhau. Chỉ thỉnh thoảng anh Khôi đến thăm, mua quà cho con trai rồi sau đó lại vội vã mỗi người một ngả để tiếp tục mưu sinh.
  Cho đến sáng nay (14/5), người thân gọi điện báo thì chị Dung mới bất ngờ biết chuyện. Nén những dòng cảm xúc, chị tức tốc dẫn con trai qua để tạm biệt ba.
Mặc dù không có nhiều thời gian để sống gần ba nhưng với bé Thành Đạt, anh Khôi luôn là một người hùng trong những câu chuyện tuổi thơ của bé.
   Những ký ức của bé Đạt về ba là hình ảnh mỗi lần ba ghé thăm, những kỷ niệm mỗi lần ba đưa đi mua quà, những câu chuyện hấp dẫn về những lần bắt cướp mà ba cùng đồng đội đã vượt qua.
  Được biết, gia đình anh Khôi có 5 anh em, hoàn cảnh hết sức khó khăn. Thường ngày anh Khôi làm nghề chạy xe ôm để mưu sinh, nhưng do bất bình trước nạn trộm cướp đang hoành hành, người đàn ông 42 tuổi đã tham gia nhóm “hiệp sĩ đường phố” với mong muốn mang lại chút bình yên cho xã hội, người dân TP HCM.
nguồn: KSĐP",2018-05-14 14:10:00,Vẻ mặt thẫn thờ của con trai Hiệp sĩ đường phố bị cướp đâm ch...ế..t đêm qua
